Company Name,Index_type,Sector,Industry,Symbol,P/E,MarketCap
Southern Petrochemicals Industries Corporation  Limited,None,Basic Materials,Agricultural Inputs,SPIC,7.733941,11057651712
Uniphos Enterprises Limited,None,Basic Materials,Chemicals,UNIENTER,16.010252,8905339904
Dynemic Products Limited,None,Basic Materials,Specialty Chemicals,DYNPRO,23.217829,6512774656
Alicon Castalloy Limited,None,Industrials,Metal Fabrication,ALICON,33.224876,13161730048
Kuantum Papers Limited,None,Basic Materials,Paper & Paper Products,KUANTUM,49.847095,7111983616
D B Realty Limited,None,Real Estate,Real Estate—Development,DBREALTY,0,0
Summit Securities Limited,None,Financial Services,Capital Markets,SUMMITSEC,12.858819,7642706944
The Anup Engineering Limited,None,Industrials,Specialty Industrial Machinery,ANUP,14.651584,8595276800
Deccan Cements Limited,None,Basic Materials,Building Materials,DECCANCE,7.229508,8385206784
Dwarikesh Sugar Industries Limited,None,Consumer Defensive,Confectioners,DWARKESH,14.241772,17436672000
Balaji Telefilms Limited,None,Communication Services,Entertainment,BALAJITELE,0,0
Harita Seating Systems Limited,None,Consumer Goods,Auto Parts,HARITASEAT,0,0
Nath Bio-Genes (India) Limited,None,Basic Materials,Agricultural Inputs,NATHBIOGEN,7.6409764,4403142656
Kabra Extrusion Technik Limited,None,Industrials,Specialty Industrial Machinery,KABRAEXTRU,51.671196,14549043200
Vardhman Special Steels Limited,None,Basic Materials,Steel,VSSL,10.032494,10018616320
Vardhman Holdings Limited,None,Financial Services,Credit Services,VHL,3.3481455,11614923776
Nelcast Limited,None,Industrials,Metal Fabrication,NELCAST,36.94298,6732040192
Munjal Showa Limited,None,Consumer Cyclical,Auto Parts,MUNJALSHOW,16.51047,4511273984
Renaissance Global Limited,None,Consumer Cyclical,Luxury Goods,RGL,17.915443,16621418496
Century Enka Limited,None,Consumer Cyclical,Textile Manufacturing,CENTENKA,7.2242084,11932266496
Kokuyo Camlin Limited,None,Industrials,Business Equipment & Supplies,KOKUYOCMLN,0,0
Reliance Industrial Infrastructure Limited,None,Industrials,Engineering & Construction,RIIL,117.19137,12146059264
Mirza International Limited,None,Consumer Cyclical,Footwear & Accessories,MIRZAINT,32.080486,20331714560
Patel Engineering Limited,None,Industrials,Engineering & Construction,PATELENG,0,0
Nalwa Sons Investments Limited,None,Financial Services,Asset Management,NSIL,14.183328,8884505600
Expleo Solutions Limited,None,Technology,Information Technology Services,EXPLEOSOL,30.215034,14356630528
Munjal Auto Industries Limited,None,Consumer Cyclical,Auto Parts,MUNJALAU,14.627977,4915000320
Ramky Infrastructure Limited,None,Industrials,Engineering & Construction,RAMKY,8.391917,15777098752
Anjani Portland Cement Limited,None,Basic Materials,Building Materials,APCL,9.213519,7168496128
United Drilling Tools Limited,None,Energy,Oil & Gas Equipment & Services,UNIDT,26.694382,9931629568
Titagarh Wagons Limited,None,Industrials,Railroads,TWL,48.74561,11628563456
Gayatri Projects Limited,None,Industrials,Engineering & Construction,GAYAPROJ,0,0
EBIXCASH WORLD MONEY INDIA LIMITED,None,Financial Services,Capital Markets,EBIXFOREX,0,0
Shalimar Paints Limited,None,Basic Materials,Specialty Chemicals,SHALPAINTS,0,0
BALAXI PHARMACEUTICALS LIMITED,None,Don't Know,Don't Know,BALAXI,10.049893,4230000128
Orient Paper & Industries Limited,None,Basic Materials,Paper & Paper Products,ORIENTPPR,0,0
Arman Financial Services Limited,None,Financial Services,Credit Services,ARMANFIN,55.663654,6834043904
Rane (Madras) Limited,None,Consumer Cyclical,Auto Parts,RML,67.151115,6089814016
Ambika Cotton Mills Limited,None,Consumer Cyclical,Textile Manufacturing,AMBIKCO,11.20115,14718974976
Salasar Techno Engineering Limited,None,Basic Materials,Steel,SALASAR,15.624775,6198369792
Tourism Finance Corporation of India Limited,None,Financial Services,Credit Services,TFCILTD,6.019924,5738963968
Jay Bharat Maruti Limited,None,Consumer Cyclical,Auto Parts,JAYBARMARU,16.5586,7408630272
Indraprastha Medical Corporation Limited,None,Healthcare,Medical Care Facilities,INDRAMEDCO,12.126051,6626934272
Dewan Housing Finance Corporation Limited,None,Financial Services,Mortgage Finance,DHFL,0,0
The Sandesh Limited,None,Communication Services,Publishing,SANDESH,6.606899,5540816896
Centum Electronics Limited,None,Technology,Electronic Components,CENTUM,0,0
Suumaya Industries Limited,None,Consumer Cyclical,Apparel Retail,SUULD,0.93285,8644943872
HT Media Limited,None,Communication Services,Publishing,HTMEDIA,0,0
Allsec Technologies Limited,None,Industrials,Specialty Business Services,ALLSEC,31.285484,8661323776
N. B. I. Industrial Finance Company Limited,None,Financial Services,Capital Markets,NBIFIN,114.50469,5514924032
Rico Auto Industries Limited,None,Consumer Cyclical,Auto Parts,RICOAUTO,26.521164,5424927744
STEEL EXCHANGE INDIA LIMITED,None,Basic Materials,Steel,STEELXIND,15.739513,19927660544
The Investment Trust Of India Limited,None,Financial Services,Capital Markets,THEINVEST,29.906279,5425088000
Reliance Communications Limited,None,Communication Services,Telecom Services,RCOM,0,0
Monte Carlo Fashions Limited,None,Consumer Cyclical,Apparel Manufacturing,MONTECARLO,11.416474,11320763392
Navkar Corporation Limited,None,Industrials,Integrated Freight & Logistics,NAVKARCORP,11.622665,5433736192
Oswal Chemicals & Fertilizers Limited,None,Financial Services,Asset Management,BINDALAGRO,15.465838,6394543616
TD Power Systems Limited,None,Industrials,Specialty Industrial Machinery,TDPOWERSYS,19.039524,12016837632
Man Industries (India) Limited,None,Basic Materials,Steel,MANINDS,5.9089236,5493174784
Kopran Limited,None,Healthcare,Drug Manufacturers—General,KOPRAN,23.461569,12713513984
Nitin Spinners Limited,None,Consumer Cyclical,Textile Manufacturing,NITINSPIN,7.7096734,16511814656
Lincoln Pharmaceuticals Limited,None,Don't Know,Don't Know,LINCOLN,9.592692,6408658432
Everest Industries Limited,None,Industrials,Building Products & Equipment,EVERESTIND,19.23731,9201212416
Precision Wires India Limited,None,Industrials,Electrical Equipment & Parts,PRECWIRE,20.502134,11885978624
Satin Creditcare Network Limited,None,Financial Services,Credit Services,SATIN,0,0
The State Trading Corporation of India Limited,None,Industrials,Conglomerates,STCINDIA,0,0
Asian Granito India Limited,None,Industrials,Building Products & Equipment,ASIANTILES,3.848498,6449819648
Vishwaraj Sugar Industries Limited,None,Consumer Defensive,Confectioners,VISHWARAJ,15.90909,4148707328
Hindustan Media Ventures Limited,None,Communication Services,Publishing,HMVL,8.829377,5562205696
RSWM Limited,None,Don't Know,Don't Know,RSWM,5.837075,10715614208
Tamilnadu PetroProducts Limited,None,Basic Materials,Specialty Chemicals,TNPETRO,5.0447364,9541166080
Universal Cables Limited,None,Industrials,Electrical Equipment & Parts,UNIVCABLES,6.6960025,5596367872
Sanghvi Movers Limited,None,Industrials,Rental & Leasing Services,SANGHVIMOV,0,0
SORIL Infra Resources Limited,None,Industrials,Conglomerates,SORILINFRA,45.95336,3167267584
Hi-Tech Pipes Limited,None,Basic Materials,Steel,HITECH,20.52699,6285501952
Gulshan Polyols Limited,None,Basic Materials,Chemicals,GULPOLY,17.313875,16423889920
Unitech Limited,None,Real Estate,Real Estate—Diversified,UNITECH,0,0
NELCO Limited,None,Technology,Communication Equipment,NELCO,101.19217,16269518848
V2 Retail Limited,None,Consumer Cyclical,Apparel Retail,V2RETAIL,0,0
Ind-Swift Laboratories Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,INDSWFTLAB,16.993088,4357658624
Repro India Limited,None,Industrials,Specialty Business Services,REPRO,0,0
Shree Pushkar Chemicals & Fertilisers Limited,None,Don't Know,Don't Know,SHREEPUSHK,14.308126,7030699008
Brightcom Group Limited,None,Communication Services,Advertising Agencies,BCG,20.035236,156076441600
Ajmera Realty & Infra India Limited,None,Real Estate,Real Estate—Development,AJMERA,33.89001,14257831936
Nectar Lifesciences Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,NECLIFE,0,0
B. L. Kashyap and Sons Limited,None,Industrials,Engineering & Construction,BLKASHYAP,0,0
Rushil Decor Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",RUSHIL,77.51752,8367500288
Tribhovandas Bhimji Zaveri Limited,None,Consumer Cyclical,Luxury Goods,TBZ,10.312191,4871333888
Thejo Engineering Limited,None,Don't Know,Don't Know,THEJO,0,0
Hexa Tradex Limited,None,Financial Services,Credit Services,HEXATRADEX,0,0
Jayant Agro Organics Limited,None,Basic Materials,Specialty Chemicals,JAYAGROGN,8.823414,6755999744
Ador Welding Limited,None,Industrials,Specialty Industrial Machinery,ADORWELD,55.595505,9364911104
PIL ITALICA LIFESTYLE LIMITED,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PILITA,45.66116,2604131328
Madras Fertilizers Limited,None,Basic Materials,Agricultural Inputs,MADRASFERT,11.810193,5412993024
Oriental Hotels Limited,None,Consumer Cyclical,Lodging,ORIENTHOT,0,0
TCPL Packaging Limited,None,Consumer Cyclical,Packaging & Containers,TCPLPACK,14.388489,5587400192
Sree Rayalaseema Hi-Strength Hypo Limited,None,Basic Materials,Chemicals,SRHHYPOLTD,9.73218,6790208000
Jai Balaji Industries Limited,None,Basic Materials,Steel,JAIBALAJI,8.992112,5704867840
N R Agarwal Industries Limited,None,Basic Materials,Paper & Paper Products,NRAIL,6.9679174,3999488512
Kanoria Chemicals & Industries Limited,None,Basic Materials,Chemicals,KANORICHEM,14.229939,6051522048
Mahindra EPC Irrigation Limited,None,Industrials,Farm & Heavy Construction Machinery,MAHEPC,41.476406,3050528512
Control Print Limited,None,Industrials,Business Equipment & Supplies,CONTROLPR,15.947686,5904726016
S. P. Apparels Limited,None,Consumer Cyclical,Apparel Manufacturing,SPAL,17.21959,11215838208
Atul Auto Limited,None,Consumer Cyclical,Auto Manufacturers,ATULAUTO,0,0
Hindustan Composites Limited,None,Consumer Cyclical,Auto Parts,HINDCOMPOS,26.066814,4543908864
Shriram EPC Limited,None,Industrials,Engineering & Construction,SHRIRAMEPC,0,0
Kaya Limited,None,Consumer Defensive,Household & Personal Products,KAYA,0,0
Rossell India Limited,None,Consumer Defensive,Packaged Foods,ROSSELLIND,23.390785,4880634368
Zuari Agro Chemicals Limited,None,Basic Materials,Agricultural Inputs,ZUARI,14.299901,6058857472
Asahi Songwon Colors Limited,None,Basic Materials,Specialty Chemicals,ASAHISONG,12.222838,3177419008
IFB Agro Industries Limited,None,Consumer Defensive,Beverages—Wineries & Distilleries,IFBAGRO,8.393916,5775291392
Saksoft Limited,None,Technology,Information Technology Services,SAKSOFT,18.438301,9907357696
Precision Camshafts Limited,None,Consumer Cyclical,Auto Parts,PRECAM,61.987705,14366602240
Nagarjuna Fertilizers and Chemicals Limited,None,Basic Materials,Agricultural Inputs,NAGAFERT,0,0
Nahar Spinning Mills Limited,None,Consumer Cyclical,Textile Manufacturing,NAHARSPING,6.402927,20357058560
Kamdhenu Limited,None,Basic Materials,Steel,KAMDHENU,25.148909,6145534976
Dhanlaxmi Bank Limited,None,Financial Services,Banks—Regional,DHANBANK,12.879485,3551589888
D-Link (India) Limited,None,Technology,Communication Equipment,DLINKINDIA,13.577079,5544074240
Parsvnath Developers Limited,None,Real Estate,Real Estate—Development,PARSVNATH,0,0
S Chand And Company Limited,None,Communication Services,Publishing,SCHAND,0,0
Pearl Global Industries Limited,None,Consumer Cyclical,Apparel Manufacturing,PGIL,20.043694,10136539136
Avadh Sugar & Energy Limited,None,Consumer Defensive,Confectioners,AVADHSUGAR,11.25347,11762810880
Sastasundar Ventures Limited,None,Healthcare,Pharmaceutical Retailers,SASTASUNDR,0,0
Tilaknagar Industries Limited,None,Consumer Defensive,Beverages—Wineries & Distilleries,TI,0,0
New Delhi Television Limited,None,Communication Services,Broadcasting,NDTV,14.364284,10697208832
HLV LIMITED,None,Consumer Cyclical,Lodging,HLVLTD,0,0
Future Enterprises Limited,None,Consumer Cyclical,Department Stores,FEL,0,0
DIC India Limited,None,Basic Materials,Specialty Chemicals,DICIND,25.089218,3613764608
Jash Engineering Limited,None,Industrials,Specialty Industrial Machinery,JASH,21.516258,6202970112
Vimta Labs Limited,None,Healthcare,Diagnostics & Research,VIMTALABS,25.463797,8479355904
Hercules Hoists Limited,None,Industrials,Specialty Industrial Machinery,HERCULES,34.93833,4713600000
Xelpmoc Design And Tech Limited,None,Technology,Information Technology Services,XELPMOC,0,0
Akash Infra-Projects Limited,None,Industrials,Engineering & Construction,AKASH,200.66666,3299148032
Gallantt Metal Limited,None,Basic Materials,Steel,GALLANTT,5.1910005,5403866624
Vipul Limited,None,Real Estate,Real Estate—Diversified,VIPULLTD,0,0
Rudrabhishek Enterprises Limited,None,Industrials,Consulting Services,REPL,20.037174,3739043072
Sreeleathers Limited,None,Consumer Cyclical,Footwear & Accessories,SREEL,23.071709,3989998592
Gandhi Special Tubes Limited,None,Industrials,Metal Fabrication,GANDHITUBE,9.892066,4354669056
InfoBeans Technologies Limited,None,Technology,Software—Application,INFOBEAN,28.734491,13239799808
Uttam Sugar Mills Limited,None,Consumer Defensive,Confectioners,UTTAMSUGAR,10.957742,8129135616
Dhunseri Ventures Limited,None,Financial Services,Capital Markets,DVL,2.6363628,8678387712
Max India Limited,None,Healthcare,Medical Care Facilities,MAXIND,0,0
Arvind SmartSpaces Limited,None,Real Estate,Real Estate—Development,ARVSMART,48.117805,9228296192
Zota Health Care LImited,None,Healthcare,Biotechnology,ZOTA,190.36115,9191692288
Venus Remedies Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,VENUSREM,4.8395677,4135081472
Vishnu Chemicals Limited,None,Basic Materials,Specialty Chemicals,VISHNU,34.640415,14839197696
Zee Learn Limited,None,Consumer Defensive,Education & Training Services,ZEELEARN,0,0
Gokaldas Exports Limited,None,Consumer Cyclical,Apparel Manufacturing,GOKEX,34.885582,21847771136
KDDL Limited,None,Consumer Cyclical,Luxury Goods,KDDL,46.321503,11788822528
Cybertech Systems And Software Limited,None,Technology,Information Technology Services,CYBERTECH,19.09911,5252386816
Urja Global Limited,None,Technology,Solar,URJA,600,10444733440
Manaksia Limited,None,Industrials,Metal Fabrication,MANAKSIA,5.5777326,5039515648
Vascon Engineers Limited,None,Industrials,Engineering & Construction,VASCONEQ,133.25243,5965351424
Bafna Pharmaceuticals Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,BAFNAPH,47.84833,3761351680
Birla Tyres Limited,None,Consumer Cyclical,Auto Parts,BIRLATYRE,0,0
Vertoz Advertising Limited,None,Communication Services,Advertising Agencies,VERTOZ,14.710242,1306525568
Genesys International Corporation Limited,None,Technology,Software—Application,GENESYS,0,0
The Hi-Tech Gears Limited,None,Consumer Cyclical,Auto Parts,HITECHGEAR,13.288553,4455523328
Sangam (India) Limited,None,Consumer Cyclical,Textile Manufacturing,SANGAMIND,18.410923,15808294912
63 moons technologies limited,None,Don't Know,Don't Know,63MOONS,0,0
VLS Finance Limited,None,Financial Services,Capital Markets,VLSFINANCE,2.1372619,7149655552
BGR Energy Systems Limited,None,Industrials,Engineering & Construction,BGRENERGY,0,0
Aurionpro Solutions Limited,None,Technology,Software—Infrastructure,AURIONPRO,0,0
